model_label,running_index,city,noise_total_rms__count,noise_total_rms__mean,noise_total_rms__std,noise_total_rms__median,noise_orthogonal_rms__count,noise_orthogonal_rms__mean,noise_orthogonal_rms__std,noise_orthogonal_rms__median,count_axis_deviation_abs__count,count_axis_deviation_abs__mean,count_axis_deviation_abs__std,count_axis_deviation_abs__median
Gemma4-E4B,2,Chicago,2,0.3952103734596695,0.059524910178009316,0.3952103734596695,2,0.380413761742742,0.0449144402310505,0.380413761742742,2,4.324399352073669,3.6326633413748213,4.324399352073669
Gemma4-E4B,2,Colombo,7,0.46235175240627235,0.10138406003211863,0.466929754393881,7,0.4211811803951494,0.09508768299009872,0.4466248708565697,7,7.6184775829315186,3.9413954552834762,6.670889854431152
Gemma4-E4B,2,Copenhagen,2,0.463197374274898,0.022524488135992428,0.463197374274898,2,0.4207602971032326,0.04573640382290983,0.4207602971032326,2,8.188230752944946,3.0260004237972544,8.188230752944946
Gemma4-E4B,2,Delhi,1,0.4587627249052076,,0.4587627249052076,1,0.4228195274228976,,0.4228195274228976,1,5.232367515563965,,5.232367515563965
Gemma4-E4B,2,Dhaka,3,0.4009136937280868,0.06871700631672925,0.4020242848628759,3,0.3849519266084636,0.06896146364527353,0.3767131095479453,3,4.176577130953471,2.101301576380497,4.514013290405273
Gemma4-E4B,2,Fukuoka,3,0.39138663456794553,0.12048701144536432,0.3448994232854227,3,0.3729529704508707,0.10581707185083047,0.3434582776207383,3,4.8340684572855634,3.6334583429411715,4.05983829498291
Gemma4-E4B,2,Geneva,1,0.5197821678053065,,0.5197821678053065,1,0.4885983644672518,,0.4885983644672518,1,4.927886962890625,,4.927886962890625
Gemma4-E4B,2,Guangzhou,7,0.4545813978408079,0.10943450669500461,0.4730661931649095,7,0.39747467299227257,0.09152721516037002,0.4040439168067187,7,9.603027088301522,4.837768340944012,10.877589225769045
Gemma4-E4B,2,Hangzhou,1,0.3397369392304213,,0.3397369392304213,1,0.325672196010748,,0.325672196010748,1,2.896354913711548,,2.896354913711548
Gemma4-E4B,2,Hanoi,2,0.5883665640505753,0.11009267827586437,0.5883665640505753,2,0.5648516768670693,0.11971460390774616,0.5648516768670693,2,4.421419262886047,6.187068178667795,4.421419262886047
Gemma4-E4B,2,Helsinki,3,0.41920863669968517,0.060747096689423144,0.4468849127677051,3,0.39852630264293953,0.04998732938538822,0.4052719811501425,3,4.096413244803746,3.730914143170667,4.449765205383301
Gemma4-E4B,2,Ho Chi Minh City,5,0.38795870289328976,0.11807531313917455,0.3137862247664968,5,0.3501882488013982,0.07418651156671383,0.3087706605439383,5,6.795267152786255,6.33772083568688,2.954845428466797
Gemma4-E4B,2,Hong Kong,3,0.3597321929705755,0.023693725750605233,0.352660706052063,3,0.3444770476828134,0.03897527869430915,0.3446479007436872,3,3.6359389623006186,1.6154776374303312,3.2410833835601807
